Verse,Transcription
Joh 9:36,اجاب ذاك وقال من هو يا سيد لأومن به.
Joh 9:37,فقال له يسوع قد رأيته والذي يتكلم معك هو هو.
Joh 9:38,فقال أومن يا سيد. وسجد له
Joh 9:39,فقال يسوع لدينونة أتيت انا الى هذا العالم حتى يبصر الذين لا يبصرون ويعمى الذين يبصرون.
Joh 9:40,فسمع هذا الذين كانوا معه من الفريسيين وقالوا له ألعلنا نحن ايضا عميان.
Joh 9:41,قال لهم يسوع لو كنتم عميانا لما كانت لكم خطية. ولكن الآن تقولون اننا نبصر فخطيتكم باقية
Joh 10:1,الحق الحق اقول لكم ان الذي لا يدخل من الباب الى حظيرة الخراف بل يطلع من موضع آخر فذاك سارق ولص.
Joh 10:2,واما الذي يدخل من الباب فهو راعي الخراف.
Joh 10:3,لهذا يفتح البواب والخراف تسمع صوته فيدعو خرافه الخاصة باسماء ويخرجها.
Joh 10:4,ومتى اخرج خرافه الخاصة يذهب امامها والخراف تتبعه لانها تعرف صوته.
Joh 10:5,واما الغريب فلا تتبعه بل تهرب منه لانها لا تعرف صوت الغرباء.
Joh 10:6,هذا المثل قاله لهم يسوع. واما هم فلم يفهموا ما هو الذي كان يكلمهم به
Joh 10:7,فقال لهم يسوع ايضا الحق الحق اقول لكم اني انا باب الخراف.
Joh 10:8,جميع الذين أتوا قبلي هم سراق ولصوص. ولكن الخراف لم تسمع لهم.
Joh 10:9,انا هو الباب. ان دخل بي احد فيخلص ويدخل ويخرج ويجد مرعى.
Joh 10:10,السارق لا يأتي الا ليسرق ويذبح ويهلك. واما انا فقد أتيت لتكون لهم حياة وليكون لهم افضل.
Joh 10:11,انا هو الراعي الصالح. والراعي الصالح يبذل نفسه عن الخراف.
Joh 10:12,واما الذي هو اجير وليس راعيا الذي ليست الخراف له فيرى الذئب مقبلا ويترك الخراف ويهرب. فيخطف الذئب الخراف ويبددها.
Joh 10:13,والاجير يهرب لانه اجير ولا يبالي بالخراف.
Joh 10:14,اما انا فاني الراعي الصالح واعرف خاصتي وخاصتي تعرفني
Joh 10:15,كما ان الآب يعرفني وانا اعرف الآب. وانا اضع نفسي عن الخراف.
Joh 10:16,ولي خراف أخر ليست من هذه الحظيرة ينبغي ان آتي بتلك ايضا فتسمع صوتي وتكون رعية واحدة وراع واحد.
Joh 10:17,لهذا يحبني الآب لاني اضع نفسي لآخذها ايضا.
Joh 10:18,ليس احد يأخذها مني بل اضعها انا من ذاتي. لي سلطان ان اضعها ولي سلطان ان آخذها ايضا. هذه الوصية قبلتها من ابي.
Joh 10:19,فحدث ايضا انشقاق بين اليهود بسبب هذا الكلام.
Joh 10:20,فقال كثيرون منهم به شيطان وهو يهذي. لماذا تستمعون له.
Joh 10:21,آخرون قالوا ليس هذا كلام من به شيطان. ألعل شيطانا يقدر ان يفتح اعين العميان
Joh 10:22,وكان عيد التجديد في اورشليم وكان شتاء.
Joh 10:23,وكان يسوع يتمشى في الهيكل في رواق سليمان.
Joh 10:24,فاحتاط به اليهود وقالوا له الى متى تعلّق انفسنا. ان كنت انت المسيح فقل لنا جهرا.
Joh 10:25,اجابهم يسوع اني قلت لكم ولستم تؤمنون. الاعمال التي انا اعملها باسم ابي هي تشهد لي.
Joh 10:26,ولكنكم لستم تؤمنون لانكم لستم من خرافي كما قلت لكم.
Joh 10:27,خرافي تسمع صوتي وانا اعرفها فتتبعني.
Joh 10:28,وانا اعطيها حياة ابدية ولن تهلك الى الابد ولا يخطفها احد من يدي.
Joh 10:29,ابي الذي اعطاني اياها هو اعظم من الكل ولا يقدر احد ان يخطف من يد ابي.
Joh 10:30,انا والآب واحد
Joh 10:31,فتناول اليهود ايضا حجارة ليرجموه.
Joh 10:32,اجابهم يسوع اعمالا كثيرة حسنة أريتكم من عند ابي. بسبب اي عمل منها ترجمونني.
Joh 10:33,اجابه اليهود قائلين لسنا نرجمك لاجل عمل حسن بل لاجل تجديف. فانك وانت انسان تجعل نفسك الها.
Joh 10:34,اجابهم يسوع أليس مكتوبا في ناموسكم انا قلت انكم آلهة.
Joh 10:35,ان قال آلهة لاولئك الذين صارت اليهم كلمة الله. ولا يمكن ان ينقض المكتوب.
Joh 10:36,فالذي قدسه الآب وارسله الى العالم أتقولون له انك تجدف لاني قلت اني ابن الله.
Joh 10:37,ان كنت لست اعمل اعمال ابي فلا تؤمنوا بي.
Joh 10:38,ولكن ان كنت اعمل فان لم تؤمنوا بي فآمنوا بالاعمال لكي تعرفوا وتؤمنوا ان الآب فيّ وانا فيه
Joh 10:39,فطلبوا ايضا ان يمسكوه فخرج من ايديهم.
Joh 10:40,ومضى ايضا الى عبر الاردن الى المكان الذي كان يوحنا يعمد فيه اولا ومكث هناك.
Joh 10:41,فأتى اليه كثيرون وقالوا ان يوحنا لم يفعل آية واحدة. ولكن كل ما قاله يوحنا عن هذا كان حقا.
Joh 10:42,فآمن كثيرون به هناك
Joh 11:1,وكان انسان مريضا وهو لعارز من بيت عنيا من قرية مريم ومرثا اختها.
Joh 11:2,وكانت مريم التي كان لعازر اخوها مريضا هي التي دهنت الرب بطيب ومسحت رجليه بشعرها.
Joh 11:3,فارسلت الاختان اليه قائلتين يا سيد هوذا الذي تحبه مريض
Joh 11:4,فلما سمع يسوع قال هذا المرض ليس للموت بل لاجل مجد الله ليتمجد ابن الله به.
Joh 11:5,وكان يسوع يحب مرثا واختها ولعازر.
Joh 11:6,فلما سمع انه مريض مكث حينئذ في الموضع الذي كان فيه يومين.
Joh 11:7,ثم بعد ذلك قال لتلاميذه لنذهب الى اليهودية ايضا.
Joh 11:8,قال له التلاميذ يا معلّم الآن كان اليهود يطلبون ان يرجموك وتذهب ايضا الى هناك.
Joh 11:9,اجاب يسوع أليست ساعات النهار اثنتي عشرة. ان كان احد يمشي في النهار لا يعثر لانه ينظر نور هذا العالم.
Joh 11:10,ولكن ان كان احد يمشي في الليل يعثر لان النور ليس فيه.
Joh 11:11,قال هذا وبعد ذلك قال لهم. لعازر حبيبنا قد نام. لكني اذهب لأوقظه.
Joh 11:12,فقال تلاميذه يا سيد ان كان قد نام فهو يشفى.
Joh 11:13,وكان يسوع يقول عن موته. وهم ظنوا انه يقول عن رقاد النوم.
Joh 11:14,فقال لهم يسوع حينئذ علانية لعازر مات.
Joh 11:15,وانا افرح لاجلكم اني لم اكن هناك لتؤمنوا. ولكن لنذهب اليه.
Joh 11:16,فقال توما الذي يقال له التوأم للتلاميذ رفقائه لنذهب نحن ايضا لكي نموت معه
Joh 11:17,فلما أتى يسوع وجد انه قد صار له اربعة ايام في القبر.
Joh 11:18,وكانت بيت عنيا قريبة من اورشليم نحو خمس عشرة غلوة.
Joh 11:19,وكان كثيرون من اليهود قد جاءوا الى مرثا ومريم ليعزوهما عن اخيهما.
Joh 11:20,فلما سمعت مرثا ان يسوع آت لاقته. واما مريم فاستمرت جالسة في البيت.
Joh 11:21,فقالت مرثا ليسوع يا سيد لو كنت ههنا لم يمت اخي.
Joh 11:22,لكني الآن ايضا اعلم ان كل ما تطلب من الله يعطيك الله اياه.
Joh 11:23,قال لها يسوع سيقوم اخوك.
Joh 11:24,قالت له مرثا انا اعلم انه سيقوم في القيامة في اليوم الاخير.
Joh 11:25,قال لها يسوع انا هو القيامة والحياة. من آمن بي ولو مات فسيحيا.
Joh 11:26,وكل من كان حيّا وآمن بي فلن يموت الى الابد. أتؤمنين بهذا.
Joh 11:27,قالت له نعم يا سيد. انا قد آمنت انك انت المسيح ابن الله الآتي الى العالم
Joh 11:28,ولما قالت هذا مضت ودعت مريم اختها سرّا قائلة المعلّم قد حضر وهو يدعوك.
Joh 11:29,اما تلك فلما سمعت قامت سريعا وجاءت اليه.
Joh 11:30,ولم يكن يسوع قد جاء الى القرية بل كان في المكان الذي لاقته فيه مرثا.
Joh 11:31,ثم ان اليهود الذين كانوا معها في البيت يعزونها لما رأوا مريم قامت عاجلا وخرجت تبعوها قائلين انها تذهب الى القبر لتبكي هناك.
Joh 11:32,فمريم لما أتت الى حيث كان يسوع ورأته خرّت عند رجليه قائلة له يا سيد لو كنت ههنا لم يمت اخي.
Joh 11:33,فلما رآها يسوع تبكي واليهود الذين جاءوا معها يبكون انزعج بالروح واضطرب
Joh 11:34,وقال اين وضعتموه. قالوا له يا سيد تعال وانظر.
Joh 11:35,بكى يسوع.
Joh 11:36,فقال اليهود انظروا كيف كان يحبه.
Joh 11:37,وقال بعض منهم ألم يقدر هذا الذي فتح عيني الاعمى ان يجعل هذا ايضا لا يموت
Joh 11:38,فانزعج يسوع ايضا في نفسه وجاء الى القبر. وكان مغارة وقد وضع عليه حجر.
Joh 11:39,قال يسوع ارفعوا الحجر. قالت له مرثا اخت الميت يا سيد قد انتن لان له اربعة ايام.
Joh 11:40,قال لها يسوع ألم اقل لك ان آمنت ترين مجد الله.
Joh 11:41,فرفعوا الحجر حيث كان الميت موضوعا ورفع يسوع عينيه الى فوق وقال ايها الآب اشكرك لانك سمعت لي.
Joh 11:42,وانا علمت انك في كل حين تسمع لي. ولكن لاجل هذا الجمع الواقف قلت. ليؤمنوا انك ارسلتني.
Joh 11:43,ولما قال هذا صرخ بصوت عظيم لعازر هلم خارجا.
Joh 11:44,فخرج الميت ويداه ورجلاه مربوطات باقمطة ووجهه ملفوف بمنديل. فقال لهم يسوع حلّوه ودعوه يذهب
Joh 11:45,فكثيرون من اليهود الذين جاءوا الى مريم ونظروا ما فعل يسوع آمنوا به.
Joh 11:46,واما قوم منهم فمضوا الى الفريسيين وقالوا لهم عما فعل يسوع.
Joh 11:47,فجمع رؤساء الكهنة والفريسيون مجمعا وقالوا ماذا نصنع فان هذا الانسان يعمل آيات كثيرة.
